title,type,country,rating,duration,listed_in,description,description_length,description_word_count,descr_polarity,descr_subjectivity
"Take the Ball, Pass the Ball",Movie,Spain,1.0,109,"Documentaries, International Movies, Sports Movies","Through firsthand accounts and analysis, this football documentary details the dominance of FC Barcelona from 2008-2012 under manager Pep Guardiola.",148,20,0.0,0.0
Take Your Pills,Movie,United States,0.0,88,Documentaries,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more – faster and better. But at what cost?",148,26,0.5,0.5
Taken,TV Show,"France, United States",0.0,2,"Crime TV Shows, TV Action & Adventure, TV Thrillers","After a personal tragedy upends his life, a highly skilled former Green Beret is drawn into a career as a secret government operative.",134,23,-0.020000000000000007,0.36
Takers,Movie,United States,0.0,107,Action & Adventure,A motley crew of bank robbers plans their next heist after a former colleague convinces them to target an armored car carrying $20 million.,139,24,0.19999999999999998,0.3
Takki,TV Show,Saudi Arabia,0.0,2,"International TV Shows, TV Dramas","In Jeddah, Saudi Arabia, a young aspiring filmmaker and his circle of friends grapple with family expectations, gender roles, romance and rivalry.",146,22,0.1,0.4
Talaash,Movie,India,0.0,140,"Dramas, International Movies, Thrillers","Set in the jumbled landscape of Mumbai, this mystery drama centers on a police inspector who's trying to cope with the collapse of his marriage.",144,25,0.0,0.0
Talentime,Movie,Malaysia,0.0,120,"Dramas, International Movies, Romantic Movies",The stakes are high — on stage and off — when a group of talented young musicians face off for an inter-school talent competition.,130,24,0.32,0.6133333333333333
Tales by Light,TV Show,Australia,0.0,3,"Docuseries, International TV Shows, Science & Nature TV","Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light.",143,20,0.2174242424242424,0.5386363636363636
Tales From the Hood 2,Movie,United States,1.0,110,"Cult Movies, Horror Movies, Independent Movies",Buckle up for an anthology of socially conscious horror stories that focus on the perils of racial injustice and the price of ignorance.,136,23,0.1,0.5
Tales of the City,TV Show,United States,1.0,1,TV Dramas,"Returning to San Francisco after a long absence, Mary Ann Singleton reunites with the community of characters at 28 Barbary Lane.",129,21,-0.03125,0.2
Tales of the City (1993),TV Show,"United Kingdom, United States",1.0,1,TV Dramas,"In 1976, naive Mary Ann Singleton moves to San Francisco and finds a new family in her bohemian landlady and the eclectic residents at 28 Barbary Lane.",151,27,-0.08181818181818182,0.7272727272727273
Talking Tom and Friends,TV Show,Cyprus,0.0,1,"Kids' TV, TV Comedies","Full of funny one-liners and always ready for an adventure, a talking cat and his equally chatty animal cohorts set out to become famous.",137,24,0.26,0.6599999999999999
Tall Girl,Movie,United States,0.0,103,"Children & Family Movies, Comedies, Romantic Movies","After years of slouching through life, 6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle.",145,24,0.22,0.37999999999999995
Tallulah,Movie,United States,1.0,112,"Dramas, Independent Movies","While searching for her ex-boyfriend, a young drifter impulsively kidnaps a baby from a neglectful mother and pretends the child is her own.",140,23,0.35,0.7
Tamanchey,Movie,India,1.0,111,"Action & Adventure, International Movies, Romantic Movies",A man and a woman on the run from the law are drawn to each other through the common bond of their mutual dependency.,117,24,-0.2125,0.4375
Tamasha,Movie,India,0.0,133,"Dramas, International Movies, Romantic Movies","Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again.",144,25,-0.05,0.25
Tanda Tanya,Movie,,1.0,102,"Dramas, International Movies","In a story of interconnected lives, three families of different religious faiths navigate conflicting beliefs, hardships and other struggles.",141,19,-0.041666666666666664,0.4083333333333334
Tango,TV Show,Lebanon,0.0,1,"International TV Shows, Romantic TV Shows, TV Dramas",Shocking secrets begin to unravel when the aftermath of a car crash leaves four best friends questioning the truth of their relationships.,138,22,0.0,0.65
Tango Feroz,Movie,"Argentina, Spain",1.0,124,"Classic Movies, Dramas, International Movies","One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair.",129,26,0.2111111111111111,0.31666666666666665
Tanu Weds Manu,Movie,India,0.0,114,"Comedies, Dramas, International Movies","When London-based doctor Manu reluctantly returns to India to find a bride, he meets the girl of his dreams – only to discover she loves another man.",149,27,0.0,1.0
Taramani,Movie,India,1.0,148,"Dramas, Independent Movies, International Movies","A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations.",147,22,0.0,0.4916666666666667
Tarek's Situation,Movie,Egypt,0.0,110,"Comedies, International Movies, Romantic Movies","Asked by his boss to share a woman's personal information, a mobile phone sales rep falls in love with the target whose data he's stealing.",139,25,0.25,0.44999999999999996
Target,Movie,Indonesia,0.0,91,"Comedies, Horror Movies, International Movies","Trapped in an empty building, nine people are forced to play a lethal game. All their movements will be recorded, and only one player can survive.",146,26,-0.2,0.42000000000000004
Tarif de nuit,Movie,France,1.0,81,"International Movies, Thrillers","A night out in Paris quickly unravels when two friends provoke the wrong taxi driver, who's after something bigger than cab fare.",129,22,-0.05555555555555556,0.6333333333333333
Tarung Sarung,Movie,Indonesia,0.0,116,"Action & Adventure, Dramas, Faith & Spirituality","Wealthy and spoiled, a young man finds something to fight for when he falls in love with an environmental activist protesting his family's business.",148,24,0.3666666666666667,0.6666666666666666
Tarzan,Movie,United States,0.0,89,Children & Family Movies,"After being shipwrecked off the African coast, a lone child grows up in the wild, and is destined to become lord of the jungle.",127,24,0.05,0.2
Tarzan 2,Movie,United States,0.0,72,Children & Family Movies,How did the King of the Jungle ascend to the throne? Find out in this charming prequel to the hit animated movie that catches Tarzan as a young child.,150,29,0.39999999999999997,0.7
Tattah,Movie,Egypt,0.0,112,"Comedies, International Movies",A down-on-his-luck man must prove he's not as hapless as he seems when the woman he's on a date with is suddenly kidnapped.,123,23,-0.3,0.75
Tatu,Movie,Nigeria,1.0,101,"Action & Adventure, Dramas, International Movies","Doubting her future as a nun, a woman attempts to have a child, triggering a mystic tribal prophecy that could force her to make a godly sacrifice.",147,27,0.0,0.125
TAU,Movie,United States,1.0,98,"Sci-Fi & Fantasy, Thrillers","Kidnapped by an inventor who uses her as a test subject to perfect his robotic AI, a street-smart young woman tries to escape her high-tech prison.",147,26,0.14666666666666667,0.4666666666666666
Taxi Ballad,Movie,"Lebanon, United States, United Arab Emirates",1.0,81,"Dramas, International Movies",A taxi driver new to Beirut forms an unlikely bond with a bored American Pilates instructor who loves hearing him tell stories about his past.,142,25,-0.22272727272727275,0.4409090909090909
Taxi Driver,Movie,United States,1.0,114,"Classic Movies, Dramas, Thrillers","Enraged by New York's moral rot and urban decay, an unhinged cab driver goes mad, plotting an assassination and saving a teen sex worker.",137,24,-0.09772727272727273,0.34090909090909094
Tayee,TV Show,Egypt,1.0,1,"International TV Shows, TV Dramas",An Egyptian doctor becomes a police informant and uses his rare gift of tracking ancient artifacts in the smuggling business.,125,20,0.3,0.9
Taylor Swift reputation Stadium Tour,Movie,,0.0,125,Music & Musicals,"Taylor Swift takes the stage in Dallas for the reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",141,23,0.25,0.5
Taylor Tomlinson: Quarter-Life Crisis,Movie,United States,1.0,61,Stand-Up Comedy,"She's halfway through her 20s — and she's over it. Too old to party, too young to settle down, comedian Taylor Tomlinson takes aim at her life choices.",151,28,0.014814814814814808,0.29629629629629634
Tayo the Little Bus,TV Show,South Korea,0.0,2,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",141,25,0.0872159090909091,0.5136363636363637
Tayo the Little Bus Movie: Mission Ace,Movie,United States,0.0,48,Children & Family Movies,"After he loses his favorite racing car, Duri ventures to a mysterious, magical land filled with toys that have been thrown away.",128,22,0.22000000000000003,0.8
TE3N,Movie,India,0.0,128,"Dramas, International Movies, Thrillers","Still desperate to find his granddaughter nearly a decade after her kidnapping, a devoted grandfather chases a dangerous new lead.",130,20,-0.24090909090909093,0.6886363636363636
Teach Us All,Movie,United States,0.0,81,Documentaries,"It's been decades since Brown v. Board of Education, yet American schools remain largely segregated. Some leaders are working to change that.",141,22,0.10714285714285714,0.21428571428571427
Team Foxcatcher,Movie,United States,1.0,91,"Documentaries, Sports Movies","With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz.",150,25,0.0,0.0
Team Kaylie,TV Show,United States,0.0,3,"Kids' TV, TV Comedies","After a brush with the law, teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader.",144,23,0.011111111111111112,0.022222222222222223
Tears of the Sun,Movie,United States,1.0,121,"Action & Adventure, Dramas","A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.",140,27,0.0,0.5
Teasing Master Takagi-san,TV Show,Japan,0.0,1,"Anime Series, International TV Shows, Romantic TV Shows","Teased constantly by classmate Takagi-san, middle-schooler Nishikata swears payback by trying (and failing) to give her a dose of her own medicine.",147,22,0.3,0.6666666666666666
Tee Shot: Ariya Jutanugarn,Movie,Thailand,0.0,103,"Children & Family Movies, Dramas, International Movies","This biopic follows pro golfer Ariya Jutanugarn's journey to the LPGA tour, from child prodigy to her number-one ranking in the world.",134,22,0.0,0.0
